ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,nivelEscalamiento,UserInfo,tiempoResolucion
17155,Rotura,30-08-2024,Abierta,['370-45-1351'],['13997'],Bajo,"[['Loida Osorio Duque', 'nazario31@gmail.com', '+34715352928']]",-1.0
17156,Desgaste,15-12-2023,Cerrada,['650-71-6432'],['3792'],Bajo,"[['Ricardo Guillén Reyes', 'hortensia98@infante.es', '+34894481711']]",209.0
17157,Desgaste,06-04-2024,Abierta,['706-15-0671'],['13636'],Bajo,"[['Adela Aguilera Sanabria', 'xayuso@yahoo.com', '+34700145175']]",-1.0
17158,Desgaste,14-08-2024,Cerrada,['741-54-5897'],['12829'],Bajo,"[['Lucio Caparrós Rosales', 'garridonidia@gordillo.com', '+34982019310']]",-1.0
17159,Rotura,15-07-2024,Abierta,['523-67-6214'],['786'],Bajo,"[['Maura Arnaiz Alvarado', 'reina76@alcaraz-carbajo.com', '+34712525585']]",-1.0
17160,Vandalismo,24-10-2023,Cerrada,['130-58-5564'],['10750'],Bajo,"[['Ligia Del Heras', 'zaragozatristan@gmail.com', '+34729233909']]",-1.0
17161,Rotura,17-11-2023,Cerrada,['393-25-2847'],"['3815', '14364']",Bajo,"[['Martín Ariel Rozas Blazquez', 'vidalcristian@ortuno.org', '+34727274162']]",113.0
17162,Desgaste,28-10-2023,Abierta,['361-24-7751'],['6152'],Bajo,"[['Manuelita Novoa Vara', 'gracianoparra@grau-hervas.org', '+34867444238']]",93.0
17163,Vandalismo,26-01-2024,Abierta,['311-55-1795'],"['3949', '14710']",Bajo,"[['Reyes Gimenez Milla', 'csaldana@catalan.org', '+34721663843']]",98.0
17164,Rotura,18-04-2024,Cerrada,['673-17-2606'],"['7422', '13233']",Bajo,"[['Jose Angel Casals Cal', 'colladopriscila@gmail.com', '+34728112935']]",72.0
17165,Desgaste,18-08-2024,Cerrada,['487-65-2009'],"['4863', '11273', '13669', '14940']",Bajo,"[['Nicolás Sáenz Benet', 'clarabaron@yahoo.com', '+34674002277']]",31.0
17166,Desgaste,31-12-2023,Abierta,['675-63-0289'],['6266'],Bajo,"[['Américo Del Muro', 'dafnecerro@velazquez.es', '+34726860560']]",30.0
17167,Rotura,18-05-2024,Abierta,['452-57-5193'],"['5293', '8831']",Bajo,"[['Cristian Fernandez Gras', 'hsuarez@ramis.es', '+34738736591']]",9.0
17168,Mal funcionamiento,06-03-2024,Cerrada,['161-47-8115'],['5217'],Bajo,"[['Lilia Martin Guerrero', 'santosbarbera@hotmail.com', '+34717200066']]",-1.0
17169,Vandalismo,15-03-2024,Abierta,['217-22-2848'],"['2162', '10141']",Bajo,"[['Paulina Amat Baena', 'fabiocarpio@roman.com', '+34829818051']]",87.0
17170,Rotura,22-03-2024,Cerrada,['527-15-2956'],['11230'],Bajo,"[['Osvaldo Borrás Maldonado', 'qpavon@calvo-pina.net', '+34986715840']]",-1.0
17171,Desgaste,20-02-2024,Cerrada,['354-96-0538'],"['125', '3548']",Bajo,"[['Dominga Barranco', 'roque79@roig.com', '+34724359920']]",217.0
17172,Mal funcionamiento,17-10-2023,Abierta,['711-82-0572'],['12767'],Bajo,"[['Olalla Navarro Vergara', 'carlosjesus@vergara.es', '+34743980723']]",80.0
17173,Desgaste,23-06-2024,Cerrada,['150-80-8807'],['7750'],Bajo,"[['Paz Valenciano Yáñez', 'edelmirachacon@arnal-calderon.es', '+34722153378']]",39.0
17174,Desgaste,16-04-2024,Abierta,['235-42-8367'],['5438'],Bajo,"[['Roque Azcona Castejón', 'carmelo56@gmail.com', '+34744611181']]",147.0
17175,Desgaste,29-03-2024,Cerrada,['756-51-9377'],['11144'],Bajo,"[['Glauco Del Villa', 'asdrubal13@lago.com', '+34958117014']]",-1.0
17176,Vandalismo,02-03-2024,Abierta,['712-13-3067'],['11472'],Bajo,"[['Iván Gil Guillen', 'rluna@hotmail.com', '+34697631434']]",57.0
17177,Mal funcionamiento,11-04-2023,Abierta,['887-76-4055'],"['2596', '5371']",Bajo,"[['Wálter Cuesta-riquelme', 'mduque@gelabert-guardia.es', '+34705571359']]",375.0
17178,Desgaste,03-11-2023,Cerrada,['361-24-7751'],['10754'],Bajo,"[['Manuelita Novoa Vara', 'gracianoparra@grau-hervas.org', '+34867444238']]",35.0
17179,Desgaste,25-02-2024,Cerrada,['416-95-2816'],['2958'],Bajo,"[['Selena Carmen Zapata Noguera', 'pascuala30@hotmail.com', '+34723951679']]",-1.0
17180,Vandalismo,05-07-2024,Cerrada,['680-18-8019'],['5878'],Bajo,"[['Aurora Quevedo Giralt', 'alcoleajosep@gmail.com', '+34749351031']]",-1.0
17181,Vandalismo,31-03-2024,Cerrada,['879-62-8291'],['7112'],Bajo,"[['Yago Alemany Antón', 'escribanoruben@yahoo.com', '+34803974015']]",113.0
17182,Vandalismo,24-12-2023,Cerrada,['688-79-3876'],['2704'],Bajo,"[['José Luis Salom Méndez', 'cesarcobo@garces.com', '+34892187898']]",207.0
17183,Mal funcionamiento,24-12-2023,Abierta,['780-31-8129'],['11876'],Bajo,"[['Susana Del Francisco', 'gloriavilanova@hotmail.com', '+34749028815']]",-1.0
17184,Rotura,12-02-2024,Abierta,['108-55-0257'],['12094'],Bajo,"[['Macaria Alegria Báez', 'josue82@corbacho.com', '+34923236257']]",131.0
17185,Mal funcionamiento,11-03-2024,Cerrada,['232-96-4432'],['9226'],Bajo,"[['Reyes Hidalgo Salamanca', 'xarevalo@nino-casal.es', '+34704646406']]",-1.0
17186,Vandalismo,22-02-2024,Abierta,['111-55-6909'],['11913'],Bajo,"[['Erasmo Iñiguez Sanmartín', 'parrieta@yahoo.com', '+34742808892']]",-1.0
17187,Vandalismo,06-11-2023,Abierta,['009-68-6421'],['3678'],Bajo,"[['Gerardo Manuel Puente', 'chamorrorosendo@gmail.com', '+34713300059']]",93.0
17188,Mal funcionamiento,05-09-2024,Cerrada,['716-75-4950'],"['3937', '12034']",Bajo,"[['Emperatriz De Cámara', 'ruycabo@yahoo.com', '+34800583603']]",28.0
17189,Desgaste,28-08-2024,Cerrada,['315-58-9571'],['5967'],Bajo,"[['Azahar Téllez Aguiló', 'xarnau@yahoo.com', '+34744956214']]",24.0
17190,Vandalismo,25-06-2024,Abierta,['558-81-7080'],['505'],Bajo,"[['Paola Lasa', 'imeldamontana@gmail.com', '+34724378976']]",37.0
17191,Vandalismo,28-01-2024,Cerrada,['152-50-1549'],['6599'],Bajo,"[['Reinaldo Valderrama Espejo', 'kpou@ferrandez.es', '+34747130949']]",202.0
17192,Mal funcionamiento,06-06-2024,Cerrada,['570-02-1633'],['7043'],Bajo,"[['Angelino Murcia Aznar', 'belenhernandez@yahoo.com', '+34745856819']]",-1.0
17193,Mal funcionamiento,24-11-2023,Cerrada,['077-89-2083'],['9576'],Bajo,"[['Tiburcio Navarro-gárate', 'segoviajose@santos.org', '+34907072682']]",262.0
17194,Vandalismo,03-07-2024,Cerrada,['412-53-5066'],['12190'],Bajo,"[['Toribio De Delgado', 'cuellarjose-manuel@hotmail.com', '+34817885310']]",-1.0
17195,Mal funcionamiento,03-08-2024,Abierta,['731-66-8060'],['4538'],Bajo,"[['Macario Rius-lladó', 'emelinaarias@hotmail.com', '+34709944650']]",-1.0
17196,Rotura,03-11-2023,Cerrada,['791-28-9433'],['6094'],Bajo,"[['Marcio Gómez Salvà', 'florantonia@rojas-lumbreras.com', '+34888792671']]",240.0
17197,Vandalismo,22-04-2024,Abierta,['887-72-0066'],['2604'],Bajo,"[['Leandra Girona Martinez', 'silvestresegui@gmail.com', '+34625048175']]",64.0
17198,Rotura,17-10-2023,Cerrada,['249-14-5386'],['5781'],Bajo,"[['Espiridión Abella Llamas', 'mesaalexandra@pedrosa.net', '+34713004911']]",95.0
17199,Mal funcionamiento,13-03-2024,Cerrada,['448-99-2941'],"['3359', '9843']",Bajo,"[['Elisabet Sanjuan Segarra', 'andreuflor@canizares-girona.com', '+34734200089']]",15.0
17200,Mal funcionamiento,28-11-2023,Cerrada,['722-74-7281'],['2780'],Bajo,"[['Isaac Sala Miranda', 'merinocalista@ballesteros-albero.org', '+34675625394']]",301.0
17201,Vandalismo,13-05-2024,Abierta,['317-99-1333'],['637'],Bajo,"[['Chita Cueto Peral', 'mariana27@gmail.com', '+34733298163']]",79.0
17202,Mal funcionamiento,27-12-2023,Abierta,['295-80-5468'],['1316'],Bajo,"[['Isaías Porta Narváez', 'lmelero@hotmail.com', '+34636811832']]",176.0
17203,Rotura,27-02-2024,Cerrada,['025-49-3108'],"['145', '4455', '4883', '6966']",Bajo,"[['Celia Novoa', 'telmoprada@gmail.com', '+34748617258']]",211.0
17204,Rotura,27-11-2023,Abierta,['172-13-2882'],['4044'],Bajo,"[['Juan Bautista Del Iriarte', 'garcesruben@segarra-blanco.es', '+34746526008']]",152.0
17205,Vandalismo,19-02-2024,Cerrada,['738-30-1025'],['9989'],Bajo,"[['Aarón Dionisio Rodríguez León', 'venceslasverdu@sala.com', '+34689622458']]",-1.0
17206,Rotura,14-02-2024,Cerrada,['573-85-3141'],['7468'],Bajo,"[['Arsenio Bonilla Guillen', 'nprat@agudo-ariza.com', '+34710724368']]",197.0
17207,Mal funcionamiento,10-02-2024,Abierta,['030-22-1568'],['9437'],Bajo,"[['Bernardo Benigno Salvador Cuevas', 'aortiz@sales.com', '+34727173431']]",-1.0
17208,Vandalismo,11-10-2024,Abierta,['411-36-2499'],['14907'],Bajo,"[['Isabel De Botella', 'maria-carmen07@anglada.es', '+34748131453']]",-1.0
17209,Mal funcionamiento,27-09-2024,Abierta,['848-29-3242'],['2513'],Bajo,"[['Manuela Roman Ayllón', 'gmiro@hotmail.com', '+34917559209']]",-1.0
17210,Rotura,03-06-2024,Cerrada,['458-10-1128'],['7882'],Bajo,"[['Evangelina Parejo Echeverría', 'luciano97@ariza.com', '+34741894398']]",73.0
17211,Desgaste,02-09-2024,Cerrada,['147-70-0800'],['4778'],Bajo,"[['Telmo Prieto Noguera', 'rpoza@rueda.com', '+34990789731']]",-1.0
17212,Vandalismo,03-05-2024,Cerrada,['017-75-4441'],['9396'],Bajo,"[['Bienvenida Pintor Flor', 'atejera@gmail.com', '+34994806239']]",-1.0
17213,Rotura,28-11-2023,Cerrada,['926-38-9759'],['14935'],Bajo,"[['Ainoa Oliveras Cal', 'erio@gmail.com', '+34702187035']]",-1.0
17214,Mal funcionamiento,24-12-2023,Abierta,['668-19-8230'],['5408'],Bajo,"[['Susanita Tirado Espinosa', 'dvega@yahoo.com', '+34801743048']]",204.0
17215,Mal funcionamiento,04-03-2024,Cerrada,['458-32-4869'],['6184'],Bajo,"[['Gilberto Tello Barrena', 'nazario05@quintanilla-iriarte.com', '+34932201861']]",101.0
17216,Mal funcionamiento,25-05-2024,Cerrada,['391-61-4147'],['3914'],Bajo,"[['Rosa María Gallardo Raya', 'otiliacanals@alba-davila.com', '+34727212092']]",29.0
17217,Desgaste,20-12-2023,Cerrada,['858-56-8485'],['13686'],Bajo,"[['Heraclio Baena', 'ambrosio11@yahoo.com', '+34673619983']]",81.0
17218,Vandalismo,12-06-2024,Abierta,['307-99-6543'],['9561'],Bajo,"[['Jessica Isern Mulet', 'ligiaseco@pinedo-alvarez.com', '+34701022635']]",118.0
17219,Desgaste,26-10-2023,Cerrada,['813-75-9847'],['5686'],Bajo,"[['Santiago Sanchez Botella', 'arico@barrio.org', '+34733871670']]",184.0
17220,Vandalismo,03-07-2024,Cerrada,['376-56-8749'],['4769'],Bajo,"[['Rita Lozano Casado', 'blancavilma@marti.net', '+34734793528']]",-1.0
17221,Mal funcionamiento,06-12-2023,Cerrada,['729-44-7612'],"['3757', '14082']",Bajo,"[['Gonzalo Puga Gabaldón', 'alberttrujillo@rio-vina.com', '+34739330021']]",275.0
17222,Mal funcionamiento,18-01-2024,Abierta,['630-68-4915'],['3387'],Bajo,"[['Inmaculada Macias Rodrigo', 'yorozco@yahoo.com', '+34715751132']]",-1.0
17223,Vandalismo,09-03-2024,Cerrada,['709-88-7108'],['7863'],Bajo,"[['Gerónimo Sebastián Cañas Soria', 'rguzman@yahoo.com', '+34614020650']]",192.0
17224,Desgaste,18-12-2023,Abierta,['245-68-9073'],['14864'],Bajo,"[['Silvio De Vendrell', 'aroa43@guillen-chaparro.com', '+34938245838']]",3.0
17225,Desgaste,28-11-2023,Abierta,['443-68-0283'],"['9308', '14587']",Bajo,"[['Lupe Martin Uribe', 'zamoraines@hotmail.com', '+34725330838']]",181.0
17226,Vandalismo,18-05-2024,Cerrada,['672-55-1238'],['11652'],Bajo,"[['Cecilio Trujillo Viana', 'gustavo46@barroso-manzanares.net', '+34731666954']]",42.0
17227,Vandalismo,26-07-2024,Abierta,['319-61-0996'],['5389'],Bajo,"[['David Borrás Ibáñez', 'hortensia81@villena-guijarro.es', '+34740769062']]",-1.0
17228,Desgaste,20-06-2024,Cerrada,['826-89-7550'],['6588'],Bajo,"[['Nicolás Nuñez Martínez', 'amalia41@gmail.com', '+34628012858']]",-1.0
17229,Desgaste,23-03-2024,Cerrada,['662-32-0456'],['11897'],Bajo,"[['Wálter De Arcos', 'luzberta@jurado.es', '+34739470167']]",-1.0
17230,Mal funcionamiento,11-09-2024,Abierta,['154-08-3425'],"['1154', '2458', '11087']",Bajo,"[['Amparo Ros-comas', 'domingo48@real-rodriguez.org', '+34737752500']]",-1.0
17231,Mal funcionamiento,16-04-2024,Cerrada,['268-56-6482'],['2152'],Bajo,"[['Máxima Ayuso Blanca', 'ucampillo@yahoo.com', '+34731460865']]",-1.0
17232,Vandalismo,30-07-2024,Cerrada,['018-37-4995'],['483'],Bajo,"[['Elba Florencia Girona Cabrero', 'verdejoprudencia@yahoo.com', '+34603049676']]",-1.0
17233,Desgaste,04-09-2024,Abierta,['357-60-0258'],['13386'],Bajo,"[['Adrián Ángel Pozo', 'claudiabejarano@rozas.com', '+34725852696']]",-1.0
17234,Desgaste,06-03-2024,Abierta,['315-68-9011'],"['7819', '8330']",Bajo,"[['Germán Barragán Duarte', 'eulalia63@gmail.com', '+34711809385']]",89.0
17235,Desgaste,15-07-2024,Abierta,['735-19-5749'],['11296'],Bajo,"[['Benjamín Escribano Barberá', 'correalina@albero.es', '+34981790330']]",-1.0
17236,Mal funcionamiento,25-01-2024,Cerrada,['659-81-7114'],['4122'],Bajo,"[['Paulina Torres Canals', 'prietooctavio@hotmail.com', '+34968489821']]",158.0
17237,Desgaste,17-03-2024,Cerrada,['000-81-6031'],['8907'],Bajo,"[['Felix Elías Palacio', 'jcid@yahoo.com', '+34744857732']]",6.0
17238,Desgaste,21-02-2024,Abierta,['412-53-5066'],['4535'],Bajo,"[['Toribio De Delgado', 'cuellarjose-manuel@hotmail.com', '+34817885310']]",108.0
17239,Mal funcionamiento,18-06-2024,Abierta,['513-58-9583'],['14075'],Bajo,"[['Sergio Pou Feijoo', 'laraelias@gmail.com', '+34731417234']]",2.0
17240,Vandalismo,16-10-2023,Cerrada,['980-87-9807'],['4270'],Bajo,"[['Domitila Pardo', 'artigasalmudena@gmail.com', '+34726100073']]",305.0
17241,Vandalismo,14-01-2024,Cerrada,['157-21-3748'],['10151'],Bajo,"[['Sandra Cifuentes Miró', 'msaez@gmail.com', '+34737393793']]",-1.0
17242,Rotura,04-03-2024,Cerrada,['700-15-8227'],['10473'],Bajo,"[['Esmeralda Ayuso Agustí', 'salomon07@yahoo.com', '+34717575526']]",81.0
17243,Desgaste,12-12-2023,Abierta,['938-29-7892'],"['2824', '5271']",Bajo,"[['Fernanda Godoy Cabañas', 'blascoalejo@alberola.es', '+34700153045']]",292.0
17244,Mal funcionamiento,22-11-2023,Abierta,['364-47-0003'],['4127'],Bajo,"[['Plácido Garay', 'nicolasiban@yahoo.com', '+34917304145']]",196.0
17245,Desgaste,01-08-2024,Abierta,['939-19-0047'],['2525'],Bajo,"[['Viviana Esteve Galiano', 'elba01@hotmail.com', '+34862032726']]",-1.0
17246,Vandalismo,30-05-2024,Cerrada,['647-31-1181'],['3564'],Bajo,"[['Azahar Milla Bas', 'pbatlle@blanca-montalban.es', '+34822433546']]",-1.0
17247,Vandalismo,05-12-2023,Abierta,['458-07-3973'],['9805'],Bajo,"[['Felisa Barco Losada', 'azeneth03@prats.es', '+34732916598']]",246.0
17248,Desgaste,24-10-2023,Abierta,['604-41-4273'],['12333'],Bajo,"[['Paulino Espejo Romero', 'zaida88@hotmail.com', '+34978802100']]",66.0
17249,Vandalismo,23-01-2024,Cerrada,['281-15-1489'],['9750'],Bajo,"[['Virgilio Barrera Guzmán', 'enrique09@gmail.com', '+34728431198']]",65.0
17250,Desgaste,14-07-2024,Cerrada,['419-85-6436'],['7247'],Bajo,"[['Rosalva Guardiola Rios', 'marcelinoelias@hotmail.com', '+34736797994']]",-1.0
17251,Vandalismo,24-03-2024,Abierta,['247-74-3561'],['6543'],Bajo,"[['Tatiana Almansa Rey', 'guerreroalicia@gmail.com', '+34707449973']]",6.0
17252,Rotura,08-12-2023,Cerrada,['459-61-4620'],['2108'],Bajo,"[['Aureliano Joan Cabrera Iñiguez', 'jeremias97@gmail.com', '+34695928538']]",-1.0
17253,Rotura,12-07-2023,Cerrada,['209-48-3950'],"['4711', '12837']",Bajo,"[['Herminia Burgos Castro', 'gamoros@recio.com', '+34631709801']]",263.0
17254,Mal funcionamiento,15-09-2024,Abierta,['594-30-9095'],['10811'],Bajo,"[['Inés Ramirez Fuente', 'nunezcandelaria@yahoo.com', '+34911215938']]",-1.0
17255,Desgaste,23-09-2024,Abierta,['572-24-7163'],['1174'],Bajo,"[['Celestino Sanjuan Ropero', 'sedanoamarilis@sarmiento.com', '+34708839839']]",16.0
17256,Desgaste,11-06-2024,Cerrada,['976-37-2618'],"['1057', '4314']",Bajo,"[['Marcos Gomila Iniesta', 'losadanydia@gmail.com', '+34730587715']]",-1.0
17257,Rotura,07-06-2024,Abierta,['978-86-0136'],['12610'],Bajo,"[['Anunciación Marcela Landa Abril', 'villenacarlito@hotmail.com', '+34909450213']]",100.0
17258,Vandalismo,01-10-2024,Abierta,['201-04-6060'],['4248'],Bajo,"[['Verónica Carbajo Puig', 'damiancatala@estrada.org', '+34979718002']]",-1.0
17259,Vandalismo,18-02-2024,Cerrada,['061-97-8727'],['7292'],Bajo,"[['Aitana Barral-delgado', 'velascoalma@hotmail.com', '+34883436691']]",159.0
17260,Mal funcionamiento,27-07-2024,Abierta,['017-16-0816'],['8942'],Bajo,"[['Dimas Morell Céspedes', 'vasco17@yahoo.com', '+34691126428']]",-1.0
17261,Desgaste,23-01-2024,Cerrada,['332-88-4927'],['2509'],Bajo,"[['Basilio Cabello-marcos', 'clotilde45@yahoo.com', '+34625544390']]",176.0
17262,Rotura,06-04-2024,Cerrada,['602-22-9326'],['14212'],Bajo,"[['Martina Enríquez Carbó', 'rocamaximiano@hotmail.com', '+34892416989']]",-1.0
17263,Vandalismo,25-09-2024,Abierta,['493-40-6368'],['8206'],Bajo,"[['Maxi Trini Tomé Arévalo', 'urrutiaagata@rivas.es', '+34671380856']]",-1.0
17264,Vandalismo,23-07-2024,Cerrada,['063-32-9698'],['10463'],Bajo,"[['Sarita Atienza-gascón', 'yessica85@hotmail.com', '+34843252123']]",-1.0
17265,Mal funcionamiento,06-06-2024,Cerrada,['127-17-2456'],"['1953', '7275']",Bajo,"[['Anselmo Colom-tejera', 'rizquierdo@iriarte.es', '+34748416607']]",89.0
17266,Rotura,20-02-2024,Cerrada,['637-58-7109'],['7003'],Bajo,"[['Adelaida Gimenez Llorente', 'uelias@benet.es', '+34740410445']]",19.0
17267,Mal funcionamiento,02-07-2024,Cerrada,['591-06-8045'],"['1014', '8644']",Bajo,"[['Nicodemo Enríquez Arce', 'emiliana50@gmail.com', '+34747339191']]",-1.0
17268,Vandalismo,19-08-2024,Cerrada,['111-02-5121'],"['839', '12696']",Bajo,"[['Zacarías Antúnez Rosell', 'cintia49@gmail.com', '+34717597167']]",20.0
17269,Vandalismo,10-07-2024,Abierta,['596-05-1112'],['7293'],Bajo,"[['Jorge Juan Francisco Vaquero Cuevas', 'omur@botella.com', '+34935468318']]",-1.0
17270,Vandalismo,27-06-2024,Cerrada,['691-36-2225'],['618'],Bajo,"[['Mariano Adán Royo', 'arteagamarc@gmail.com', '+34711518903']]",-1.0
17271,Desgaste,04-07-2024,Abierta,['009-68-6421'],['8672'],Bajo,"[['Gerardo Manuel Puente', 'chamorrorosendo@gmail.com', '+34713300059']]",-1.0
17272,Desgaste,13-07-2024,Cerrada,['240-05-3465'],['354'],Bajo,"[['Angelino Gargallo Villa', 'romanmonreal@hotmail.com', '+34644724175']]",34.0
17273,Mal funcionamiento,15-05-2024,Abierta,['250-77-9855'],['6720'],Bajo,"[['Elena Dorotea Alcolea Bernal', 'maximo03@hotmail.com', '+34880397800']]",1.0
17274,Desgaste,24-03-2024,Abierta,['236-86-9380'],['10645'],Bajo,"[['Guadalupe González Jordá', 'nereida24@nebot-mendizabal.com', '+34726194493']]",-1.0
17275,Rotura,22-09-2024,Abierta,['263-49-9951'],['9189'],Bajo,"[['Concha Torrijos Abellán', 'mercedesmesa@taboada-llabres.com', '+34727542844']]",-1.0
17276,Desgaste,30-04-2024,Cerrada,['488-36-2592'],['3579'],Bajo,"[['Eutropio Cortina Gimenez', 'florentino27@arellano-arias.es', '+34654103130']]",41.0
17277,Rotura,18-07-2024,Cerrada,['847-20-9496'],['3462'],Bajo,"[['Claudio Bejarano Lucena', 'guiomar03@gilabert-julia.es', '+34739266249']]",-1.0
17278,Desgaste,20-10-2023,Abierta,['753-08-0846'],['3047'],Bajo,"[['Yolanda Checa Portero', 'nicanorarroyo@hotmail.com', '+34749752351']]",0.0
17279,Vandalismo,25-04-2024,Abierta,['815-50-0623'],['274'],Bajo,"[['Silvia Quintero Carballo', 'nydia41@hotmail.com', '+34739878633']]",97.0
17280,Vandalismo,04-04-2024,Cerrada,['484-75-8073'],['3960'],Bajo,"[['Isaura Rosa Montoya', 'teresarocamora@cobo.net', '+34886690702']]",-1.0
17281,Vandalismo,19-08-2024,Abierta,['203-80-9759'],"['10573', '11639']",Bajo,"[['Reynaldo Casanovas Armas', 'rteruel@duarte.com', '+34733124419']]",-1.0
17282,Rotura,17-06-2024,Abierta,['349-18-4316'],['10696'],Bajo,"[['Ximena Eugenia Mateo Cabeza', 'uriartejoel@gmail.com', '+34915989759']]",-1.0
17283,Mal funcionamiento,06-06-2024,Abierta,['871-01-1468'],['1072'],Bajo,"[['Jennifer Miguel Zamora', 'colladobegona@dalmau.com', '+34729510193']]",12.0
17284,Desgaste,02-01-2024,Cerrada,['834-79-1025'],['13135'],Bajo,"[['Gisela Tejera Manuel', 'sauraalex@gmail.com', '+34972574573']]",100.0
17285,Mal funcionamiento,15-11-2023,Cerrada,['846-28-5327'],"['4406', '8692']",Bajo,"[['Camila Bautista Mascaró', 'cuellarroldan@yahoo.com', '+34734394098']]",133.0
17286,Rotura,29-11-2023,Cerrada,['555-25-1398'],['5493'],Bajo,"[['Jose Luis Barba-mesa', 'ebenavente@gmail.com', '+34704436982']]",259.0
17287,Vandalismo,02-06-2024,Abierta,['802-78-4696'],['10764'],Bajo,"[['Dominga Gámez Gibert', 'carreraspepe@zapata-reina.es', '+34727476230']]",-1.0
17288,Rotura,13-05-2024,Abierta,['319-61-0996'],"['5920', '13051', '14611']",Bajo,"[['David Borrás Ibáñez', 'hortensia81@villena-guijarro.es', '+34740769062']]",92.0
17289,Desgaste,15-02-2024,Abierta,['944-18-9972'],['14097'],Bajo,"[['Toño Efraín Girón Poza', 'tejadaquirino@gmail.com', '+34706867060']]",162.0
17290,Rotura,08-08-2024,Cerrada,['586-44-8120'],['11372'],Bajo,"[['Cayetana Del Jara', 'agata38@gmail.com', '+34736730133']]",-1.0
17291,Desgaste,30-03-2024,Abierta,['734-92-8392'],['13983'],Bajo,"[['Belén Diez Berrocal', 'maria-doloresbarco@amat.es', '+34966677471']]",73.0
17292,Rotura,23-02-2024,Abierta,['440-12-8778'],['14625'],Bajo,"[['Juanita Bernad Ros', 'mirtabustamante@nieto.es', '+34723669247']]",40.0
17293,Rotura,04-10-2024,Abierta,['803-80-0767'],['10900'],Bajo,"[['Oriana Arranz Terrón', 'quintanavirgilio@baron-pages.es', '+34738374718']]",-1.0
17294,Vandalismo,09-05-2024,Cerrada,['505-13-2367'],['6114'],Bajo,"[['Soledad Tello Campo', 'feliciafuente@hotmail.com', '+34682582029']]",10.0
17295,Vandalismo,21-05-2024,Cerrada,['458-12-9840'],['3284'],Bajo,"[['Eugenio Amat Vilalta', 'ledesmabienvenida@farre.net', '+34641702355']]",-1.0
17296,Desgaste,21-11-2023,Abierta,['337-39-0367'],"['5920', '13051', '14611']",Bajo,"[['Mauricio Chacón Arranz', 'francisco-javier44@ugarte-castilla.com', '+34735173768']]",266.0
17297,Rotura,31-07-2024,Cerrada,['075-78-4932'],['11232'],Bajo,"[['Encarnacion Sancho', 'villalongaadrian@hotmail.com', '+34721400261']]",74.0
17298,Vandalismo,16-06-2024,Cerrada,['755-45-2824'],"['11226', '13861']",Bajo,"[['María Del Carmen Carpio', 'obueno@caparros-echeverria.com', '+34659301560']]",97.0
17299,Mal funcionamiento,16-03-2024,Abierta,['534-99-0108'],"['6208', '7145', '8397', '10167']",Bajo,"[['Teófilo Domínguez Bas', 'soledad88@andreu.org', '+34714287267']]",198.0
17300,Desgaste,30-08-2024,Abierta,['557-60-8323'],['8838'],Bajo,"[['Nidia Bas Valverde', 'salomantonia@hotmail.com', '+34636022613']]",-1.0
17301,Vandalismo,31-12-2023,Cerrada,['659-78-8795'],['652'],Bajo,"[['Celestina Carpio Cabañas', 'prudencio09@hotmail.com', '+34717085440']]",8.0
17302,Rotura,07-06-2024,Cerrada,['079-78-0679'],['8698'],Bajo,"[['Chita Bejarano Arellano', 'ybernat@gmail.com', '+34741490952']]",-1.0
17303,Desgaste,14-05-2024,Cerrada,['839-23-1887'],['13485'],Bajo,"[['Lázaro Alfaro Rey', 'ntormo@yahoo.com', '+34888848827']]",-1.0
17304,Rotura,15-11-2023,Abierta,['780-03-4352'],['4772'],Bajo,"[['Ale De Rosa', 'bmontalban@carreras.com', '+34932835825']]",247.0
17305,Vandalismo,08-11-2024,Abierta,['096-41-2423'],['7867'],Bajo,"[['Cloe Bautista Sáez', 'wcalvo@segovia.com', '+34720023125']]",-1.0
17306,Desgaste,05-11-2023,Cerrada,['812-06-8209'],"['3852', '4401']",Bajo,"[['Domingo Soto Jimenez', 'nicanor42@paz.com', '+34951398280']]",325.0
17307,Vandalismo,16-02-2024,Abierta,['270-67-3669'],['13169'],Bajo,"[['Gervasio Borrás', 'anselmo38@alegre-mendez.com', '+34947138272']]",-1.0
17308,Mal funcionamiento,25-09-2024,Abierta,['345-04-0305'],"['4519', '5474', '7958']",Bajo,"[['Marcos Fuertes-alcántara', 'leonor30@castells.es', '+34898883418']]",-1.0
17309,Mal funcionamiento,13-06-2024,Abierta,['190-91-6546'],['2663'],Bajo,"[['Juanito Díez Nevado', 'celsosolana@yahoo.com', '+34881807519']]",95.0
17310,Rotura,07-08-2024,Abierta,['211-41-8492'],['227'],Bajo,"[['Román Hugo Mur Blázquez', 'xtrujillo@gmail.com', '+34734753114']]",6.0
17311,Desgaste,14-09-2024,Abierta,['646-37-7400'],['12508'],Bajo,"[['Nieves Domínguez Sebastián', 'brigida39@hotmail.com', '+34662780492']]",-1.0
17312,Mal funcionamiento,13-10-2024,Cerrada,['880-23-1971'],['4474'],Bajo,"[['Adán Toro Contreras', 'isauramadrigal@fonseca.net', '+34929649882']]",-1.0
17313,Vandalismo,21-04-2024,Cerrada,['742-00-6153'],['9586'],Bajo,"[['José Mari Gil Bernal', 'salcedoiban@minguez-pedraza.com', '+34743390176']]",-1.0
